failure,case,tick,agent,policy,action,target_r,target_c,true_r,true_c,attribution,peak_belief,entropy,reason
F1 watching-not-catching,38,43,belief,A_uniform,hold_position,,,12,11,,0.552293,0.2419,hold_position; at -38.06; drawn by gain -39.06; held back by miss +1.00; next best call_reinforcements -32.18; H 0.24; peak traceability 62866143.6
F2 chasing-the-smear,1,0,belief,A_uniform,search,5,4,6,6,2.8743,0.064244,0.8546,"search; -> (5, 4); at -17.07; drawn by gain -21.56; held back by travel +2.40; next best search -16.60; H 0.85; peak traceability 12.9"
F2 chasing-the-smear,3,15,belief,A_uniform,search,8,18,10,14,2.9711,0.170358,0.5378,"search; -> (8, 18); at -29.64; drawn by gain -32.12; held back by travel +2.40; next best hold_position -22.84; H 0.54; peak traceability 76.4"
F2 chasing-the-smear,3,33,belief,A_uniform,search,6,10,4,6,6.2481,0.132918,0.7267,"search; -> (6, 10); at -23.29; drawn by gain -25.26; held back by travel +1.80; next best hold_position -5.65; H 0.73; peak traceability 34.7"
F2 chasing-the-smear,3,35,belief,A_uniform,search,6,18,2,6,0.0001,0.043825,0.883,"search; -> (6, 18); at -5.72; drawn by gain -15.40; held back by travel +8.40; next best search -3.14; H 0.88; peak traceability 10603.4"
F2 chasing-the-smear,3,36,belief,A_uniform,search,6,18,2,5,0.0001,0.044927,0.874,"search; -> (6, 18); at -7.03; drawn by gain -15.79; held back by travel +7.80; next best search -0.38; H 0.87; peak traceability 9914.7"
F2 chasing-the-smear,3,37,belief,A_uniform,search,6,18,2,4,0.0001,0.045088,0.8727,"search; -> (6, 18); at -7.94; drawn by gain -15.78; held back by travel +7.20; next best search -1.27; H 0.87; peak traceability 10091.9"
F2 chasing-the-smear,3,38,belief,A_uniform,search,6,18,2,3,0.0001,0.045041,0.8737,"search; -> (6, 18); at -8.78; drawn by gain -15.70; held back by travel +6.60; next best search -2.11; H 0.87; peak traceability 10224.1"
F2 chasing-the-smear,3,39,belief,A_uniform,search,6,18,2,2,0.0001,0.044971,0.8748,"search; -> (6, 18); at -9.64; drawn by gain -15.64; held back by travel +6.00; next best search -2.95; H 0.87; peak traceability 10348.6"
F2 chasing-the-smear,3,40,belief,A_uniform,search,6,18,3,2,0.0001,0.044953,0.8751,"search; -> (6, 18); at -10.20; drawn by gain -15.60; held back by travel +5.40; next best search -3.50; H 0.88; peak traceability 10478.0"
F2 chasing-the-smear,3,41,belief,A_uniform,search,6,18,4,2,0.0001,0.045082,0.8738,"search; -> (6, 18); at -10.82; drawn by gain -15.63; held back by travel +4.80; next best search -4.11; H 0.87; peak traceability 10613.8"
F2 chasing-the-smear,3,42,belief,A_uniform,search,6,18,4,3,0.0001,0.045207,0.8723,"search; -> (6, 18); at -11.45; drawn by gain -15.65; held back by travel +4.20; next best search -4.72; H 0.87; peak traceability 10727.9"
F2 chasing-the-smear,3,43,belief,A_uniform,search,6,18,4,4,0.0002,0.047763,0.8734,"search; -> (6, 18); at -11.53; drawn by gain -15.13; held back by travel +3.60; next best search -5.10; H 0.87; peak traceability 11440.4"
F2 chasing-the-smear,3,44,belief,A_uniform,search,6,18,5,4,0.0002,0.049533,0.8731,"search; -> (6, 18); at -12.01; drawn by gain -15.01; held back by travel +3.00; next best search -5.68; H 0.87; peak traceability 11913.3"
F2 chasing-the-smear,3,45,belief,A_uniform,search,6,18,6,4,0.0003,0.052947,0.8748,"search; -> (6, 18); at -11.71; drawn by gain -14.11; held back by travel +2.40; next best search -5.43; H 0.87; peak traceability 12791.8"
F2 chasing-the-smear,3,46,belief,A_uniform,search,6,18,6,3,0.0003,0.058187,0.879,"search; -> (6, 18); at -11.13; drawn by gain -12.93; held back by travel +1.80; next best search -5.61; H 0.88; peak traceability 14214.8"
F2 chasing-the-smear,3,48,belief,A_uniform,search,3,18,6,1,0.0,0.014771,0.9196,"search; -> (3, 18); at -3.75; drawn by gain -7.95; held back by travel +4.20; next best flank +0.60; H 0.92; peak traceability 119454.7"
F2 chasing-the-smear,3,49,belief,A_uniform,search,3,18,6,2,0.0,0.014786,0.914,"search; -> (3, 18); at -4.12; drawn by gain -7.72; held back by travel +3.60; next best hold_position +1.38; H 0.91; peak traceability 118481.7"
F2 chasing-the-smear,5,21,belief,A_uniform,search,2,14,10,14,0.0013,0.066071,0.7945,"search; -> (2, 14); at -4.52; drawn by gain -16.01; held back by travel +6.60; next best hold_position -1.75; H 0.79; peak traceability 6.7"
F2 chasing-the-smear,5,22,belief,A_uniform,search,2,14,10,15,0.0014,0.0666,0.7927,"search; -> (2, 14); at -9.33; drawn by gain -16.19; held back by travel +6.00; next best hold_position +0.29; H 0.79; peak traceability 7.0"
F2 chasing-the-smear,5,23,belief,A_uniform,search,2,14,10,16,0.0014,0.066155,0.7957,"search; -> (2, 14); at -9.62; drawn by gain -15.87; held back by travel +5.40; next best hold_position +0.63; H 0.80; peak traceability 7.1"
F2 chasing-the-smear,5,24,belief,A_uniform,search,2,14,9,16,0.0014,0.066938,0.8012,"search; -> (2, 14); at -9.42; drawn by gain -15.04; held back by travel +4.80; next best hold_position +0.31; H 0.80; peak traceability 7.3"
F2 chasing-the-smear,5,25,belief,A_uniform,search,2,14,8,16,0.0015,0.067224,0.8187,"search; -> (2, 14); at -6.59; drawn by gain -11.53; held back by travel +4.20; next best hold_position -0.59; H 0.82; peak traceability 8.2"
F2 chasing-the-smear,5,27,belief,A_uniform,search,10,13,6,16,1.0638,0.026022,0.8661,"search; -> (10, 13); at -1.82; drawn by gain -10.86; held back by travel +7.80; next best search -1.25; H 0.87; peak traceability 4.8"
F2 chasing-the-smear,5,29,belief,A_uniform,search,10,15,5,15,0.1427,0.024634,0.8708,"search; -> (10, 15); at -1.79; drawn by gain -13.15; held back by travel +8.40; next best hold_position +1.13; H 0.87; peak traceability 4.0"
F2 chasing-the-smear,5,30,belief,A_uniform,search,10,15,4,15,0.1812,0.024253,0.8711,"search; -> (10, 15); at -2.13; drawn by gain -12.90; held back by travel +7.80; next best hold_position +1.10; H 0.87; peak traceability 4.0"
F2 chasing-the-smear,5,31,belief,A_uniform,search,10,15,4,16,0.2236,0.024081,0.8705,"search; -> (10, 15); at -2.30; drawn by gain -12.47; held back by travel +7.20; next best hold_position +1.02; H 0.87; peak traceability 4.0"
F2 chasing-the-smear,5,32,belief,A_uniform,search,10,15,4,17,0.2695,0.022483,0.8701,"search; -> (10, 15); at -2.13; drawn by gain -11.66; held back by travel +6.60; next best hold_position +0.81; H 0.87; peak traceability 4.0"
F2 chasing-the-smear,5,33,belief,A_uniform,search,10,15,4,18,0.3185,0.022092,0.8686,"search; -> (10, 15); at -1.04; drawn by gain -9.86; held back by travel +6.00; next best hold_position +0.51; H 0.87; peak traceability 3.2"
F2 chasing-the-smear,5,34,belief,A_uniform,search,10,15,4,19,0.3704,0.016859,0.8645,"search; -> (10, 15); at -0.27; drawn by gain -8.40; held back by travel +5.40; next best hold_position +0.77; H 0.86; peak traceability 3.1"
F2 chasing-the-smear,5,35,belief,A_uniform,search,10,15,4,20,0.4246,0.016759,0.8604,"search; -> (10, 15); at +0.27; drawn by gain -7.51; held back by travel +4.80; next best hold_position +1.16; H 0.86; peak traceability 1.0"
F2 chasing-the-smear,5,37,belief,A_uniform,search,9,17,4,22,0.0158,0.017317,0.8576,"search; -> (9, 17); at -0.91; drawn by gain -12.49; held back by travel +6.00; next best hold_position +1.41; H 0.86; peak traceability 1.1"
F2 chasing-the-smear,5,38,belief,A_uniform,search,9,17,4,21,0.0197,0.017502,0.8569,"search; -> (9, 17); at -1.21; drawn by gain -12.15; held back by illegibility +5.54; next best hold_position +1.32; H 0.86; peak traceability 1.1"
F2 chasing-the-smear,6,5,belief,A_uniform,search,9,12,9,16,8.1418,0.054727,0.7986,"search; -> (9, 12); at -21.29; drawn by gain -28.77; held back by travel +6.60; next best search -10.66; H 0.80; peak traceability 6.8"
F2 chasing-the-smear,6,6,belief,A_uniform,search,9,12,8,16,7.8825,0.057003,0.7913,"search; -> (9, 12); at -21.68; drawn by gain -28.59; held back by travel +6.00; next best search -11.99; H 0.79; peak traceability 6.6"
F2 chasing-the-smear,6,7,belief,A_uniform,search,9,12,7,16,7.6634,0.067384,0.7812,"search; -> (9, 12); at -20.29; drawn by gain -26.53; held back by travel +5.40; next best search -12.76; H 0.78; peak traceability 7.1"
F2 chasing-the-smear,6,8,belief,A_uniform,search,9,13,6,16,7.0625,0.074859,0.7805,"search; -> (9, 13); at -14.17; drawn by gain -24.40; held back by travel +5.40; next best search -12.22; H 0.78; peak traceability 7.2"
F2 chasing-the-smear,6,9,belief,A_uniform,search,9,13,6,17,6.9862,0.076936,0.7947,"search; -> (9, 13); at -16.37; drawn by gain -21.92; held back by travel +4.80; next best search -10.85; H 0.79; peak traceability 8.1"
F2 chasing-the-smear,6,10,belief,A_uniform,search,10,15,6,18,3.4699,0.069185,0.8417,"search; -> (10, 15); at -6.61; drawn by gain -17.77; held back by travel +6.00; next best search -5.46; H 0.84; peak traceability 9.4"
F2 chasing-the-smear,6,11,belief,A_uniform,search,10,15,6,19,3.5093,0.062041,0.8876,"search; -> (10, 15); at -6.77; drawn by gain -13.06; held back by travel +5.40; next best search -2.96; H 0.89; peak traceability 9.6"
F2 chasing-the-smear,6,12,belief,A_uniform,search,10,15,6,20,3.5413,0.034442,0.9015,"search; -> (10, 15); at -4.01; drawn by gain -9.72; held back by travel +4.80; next best search -0.50; H 0.90; peak traceability 3.9"
F2 chasing-the-smear,6,13,belief,A_uniform,search,10,16,6,21,1.8439,0.027343,0.9036,"search; -> (10, 16); at +0.59; drawn by gain -9.91; held back by travel +4.80; next best hold_position +0.74; H 0.90; peak traceability 3.5"
F2 chasing-the-smear,6,15,belief,A_uniform,search,9,17,6,21,0.8467,0.0217,0.904,"search; -> (9, 17); at -2.37; drawn by gain -10.94; held back by travel +5.40; next best hold_position +1.10; H 0.90; peak traceability 1.9"
F2 chasing-the-smear,6,16,belief,A_uniform,search,9,17,6,22,0.8695,0.0189,0.9048,"search; -> (9, 17); at -2.34; drawn by gain -10.39; held back by travel +4.80; next best hold_position +1.01; H 0.90; peak traceability 1.8"
F2 chasing-the-smear,6,17,belief,A_uniform,search,9,17,6,21,0.8917,0.016954,0.905,"search; -> (9, 17); at -2.39; drawn by gain -9.93; held back by travel +4.20; next best hold_position +1.09; H 0.90; peak traceability 1.8"
F2 chasing-the-smear,6,19,belief,A_uniform,search,8,16,6,19,0.806,0.013592,0.9061,"search; -> (8, 16); at -1.84; drawn by gain -9.18; held back by illegibility +3.74; next best hold_position +1.11; H 0.91; peak traceability 1.6"
F2 chasing-the-smear,6,20,belief,A_uniform,search,8,16,6,18,0.8233,0.013228,0.9055,"search; -> (8, 16); at -1.63; drawn by gain -8.40; held back by illegibility +3.76; next best hold_position +0.97; H 0.91; peak traceability 1.6"
F2 chasing-the-smear,8,3,belief,A_uniform,search,9,17,10,20,9.1629,0.06037,0.8246,"search; -> (9, 17); at -17.84; drawn by gain -25.16; held back by travel +6.60; next best search -9.84; H 0.82; peak traceability 8.3"
F2 chasing-the-smear,8,4,belief,A_uniform,search,9,17,11,20,8.8112,0.05999,0.8246,"search; -> (9, 17); at -18.30; drawn by gain -25.05; held back by travel +6.00; next best search -10.42; H 0.82; peak traceability 7.9"
F2 chasing-the-smear,8,5,belief,A_uniform,search,9,17,12,20,8.5362,0.059589,0.8238,"search; -> (9, 17); at -18.76; drawn by gain -24.94; held back by travel +5.40; next best search -11.05; H 0.82; peak traceability 7.6"
F2 chasing-the-smear,8,6,belief,A_uniform,search,9,17,12,19,8.3103,0.058965,0.8243,"search; -> (9, 17); at -19.21; drawn by gain -24.81; held back by travel +4.80; next best search -11.62; H 0.82; peak traceability 7.4"
F2 chasing-the-smear,8,7,belief,A_uniform,search,9,18,12,18,7.6067,0.058867,0.8551,"search; -> (9, 18); at -12.53; drawn by gain -22.08; held back by travel +4.80; next best search -11.58; H 0.86; peak traceability 8.0"
F2 chasing-the-smear,8,8,belief,A_uniform,search,8,19,12,17,5.554,0.039986,0.8827,"search; -> (8, 19); at -10.90; drawn by gain -20.00; held back by travel +4.20; next best search -9.77; H 0.88; peak traceability 6.7"
F2 chasing-the-smear,8,9,belief,A_uniform,search,8,19,12,16,5.5223,0.039727,0.8876,"search; -> (8, 19); at -14.68; drawn by gain -19.16; held back by travel +3.60; next best search -9.35; H 0.89; peak traceability 6.8"
F2 chasing-the-smear,8,10,belief,A_uniform,search,8,19,12,17,5.4847,0.038693,0.8921,"search; -> (8, 19); at -13.35; drawn by gain -17.20; held back by travel +3.00; next best search -7.97; H 0.89; peak traceability 7.1"
F2 chasing-the-smear,8,11,belief,A_uniform,search,10,15,12,18,4.762,0.033963,0.9007,"search; -> (10, 15); at -6.76; drawn by gain -14.29; held back by dither +4.00; next best search -6.28; H 0.90; peak traceability 5.4"
F2 chasing-the-smear,8,12,belief,A_uniform,search,10,14,12,19,2.692,0.024872,0.9277,"search; -> (10, 14); at -2.57; drawn by gain -10.45; held back by dither +4.00; next best hold_position -1.45; H 0.93; peak traceability 4.1"
F2 chasing-the-smear,8,13,belief,A_uniform,search,9,13,12,20,1.2639,0.023196,0.9203,"search; -> (9, 13); at -1.42; drawn by gain -10.89; held back by dither +4.00; next best hold_position +0.57; H 0.92; peak traceability 2.4"
F2 chasing-the-smear,9,7,belief,A_uniform,search,5,4,11,2,6.3819,0.049334,0.8478,"search; -> (5, 4); at -21.21; drawn by gain -25.69; held back by travel +3.60; next best search -16.60; H 0.85; peak traceability 5.8"
F2 chasing-the-smear,9,8,belief,A_uniform,search,5,4,12,2,6.0276,0.050107,0.8434,"search; -> (5, 4); at -21.09; drawn by gain -24.98; held back by travel +3.00; next best search -17.25; H 0.84; peak traceability 5.8"
F2 chasing-the-smear,9,9,belief,A_uniform,search,5,4,11,2,5.7142,0.051738,0.8314,"search; -> (5, 4); at -20.33; drawn by gain -23.62; held back by travel +2.40; next best search -17.32; H 0.83; peak traceability 5.8"
F2 chasing-the-smear,9,10,belief,A_uniform,search,7,5,12,2,4.0127,0.049398,0.8175,"search; -> (7, 5); at -15.69; drawn by gain -24.53; held back by dither +4.00; next best search -11.96; H 0.82; peak traceability 4.8"
F2 chasing-the-smear,9,11,belief,A_uniform,search,7,5,12,3,4.0119,0.057044,0.8268,"search; -> (7, 5); at -18.58; drawn by gain -22.70; held back by travel +3.00; next best search -6.13; H 0.83; peak traceability 5.4"
F2 chasing-the-smear,9,12,belief,A_uniform,search,7,6,12,4,3.8522,0.047428,0.8861,"search; -> (7, 6); at -6.08; drawn by gain -13.91; held back by dither +4.00; next best hold_position -3.77; H 0.89; peak traceability 7.2"
F2 chasing-the-smear,9,14,belief,A_uniform,search,6,2,12,6,3.2042,0.023943,0.9028,"search; -> (6, 2); at -3.79; drawn by gain -6.43; held back by travel +1.80; next best hold_position -0.57; H 0.90; peak traceability 7.1"
F2 chasing-the-smear,10,4,belief,A_uniform,search,9,21,10,18,8.7383,0.057214,0.8252,"search; -> (9, 21); at -14.17; drawn by gain -25.72; held back by travel +10.80; next best hold_position +1.06; H 0.83; peak traceability 8.0"
F2 chasing-the-smear,10,10,belief,A_uniform,search,9,21,10,14,7.5265,0.052499,0.828,"search; -> (9, 21); at -17.78; drawn by gain -25.86; held back by travel +7.20; next best hold_position +1.09; H 0.83; peak traceability 6.8"
F2 chasing-the-smear,10,12,belief,A_uniform,search,9,21,10,14,7.2402,0.053254,0.8319,"search; -> (9, 21); at -18.24; drawn by gain -25.13; held back by travel +6.00; next best hold_position +0.61; H 0.83; peak traceability 6.8"
F2 chasing-the-smear,10,13,belief,A_uniform,search,9,21,9,14,7.1105,0.053968,0.8346,"search; -> (9, 21); at -18.37; drawn by gain -24.65; held back by travel +5.40; next best hold_position +0.61; H 0.83; peak traceability 6.8"
F2 chasing-the-smear,10,14,belief,A_uniform,search,9,21,8,14,6.9886,0.055352,0.8396,"search; -> (9, 21); at -18.30; drawn by gain -23.97; held back by travel +4.80; next best hold_position +0.37; H 0.84; peak traceability 6.9"
F2 chasing-the-smear,10,15,belief,A_uniform,search,9,21,9,14,6.8737,0.057093,0.8447,"search; -> (9, 21); at -18.10; drawn by gain -23.14; held back by travel +4.20; next best hold_position +0.33; H 0.84; peak traceability 7.1"
F2 chasing-the-smear,10,16,belief,A_uniform,search,9,21,10,14,6.7652,0.05948,0.8516,"search; -> (9, 21); at -17.49; drawn by gain -21.89; held back by travel +3.60; next best hold_position +0.02; H 0.85; peak traceability 7.5"
F2 chasing-the-smear,10,25,belief,A_uniform,search,6,16,4,15,17.7463,0.250783,0.579,"search; -> (6, 16); at -30.30; drawn by gain -32.22; held back by travel +1.80; next best search -25.24; H 0.58; peak traceability 50.0"
F2 chasing-the-smear,10,26,belief,A_uniform,search,6,18,4,16,2.1112,0.11818,0.6502,"search; -> (6, 18); at -18.93; drawn by gain -25.90; held back by dither +4.00; next best search -17.80; H 0.65; peak traceability 89.7"
F2 chasing-the-smear,10,27,belief,A_uniform,search,6,14,4,17,7.4175,0.10573,0.7354,"search; -> (6, 14); at -19.08; drawn by gain -25.12; held back by dither +4.00; next best search -18.42; H 0.74; peak traceability 25.6"
F2 chasing-the-smear,11,6,belief,A_uniform,search,9,17,9,14,8.3103,0.06182,0.8015,"search; -> (9, 17); at -15.43; drawn by gain -26.53; held back by travel +10.20; next best search -9.45; H 0.80; peak traceability 6.6"
F2 chasing-the-smear,11,7,belief,A_uniform,search,9,17,8,14,8.1163,0.062501,0.7902,"search; -> (9, 17); at -16.50; drawn by gain -27.08; held back by travel +9.60; next best search -10.00; H 0.79; peak traceability 6.1"
F2 chasing-the-smear,11,8,belief,A_uniform,search,9,17,8,13,7.944,0.062065,0.7873,"search; -> (9, 17); at -17.14; drawn by gain -27.15; held back by travel +9.00; next best search -10.33; H 0.79; peak traceability 5.9"
F2 chasing-the-smear,12,9,belief,A_uniform,search,2,5,8,3,6.3821,0.044006,0.8172,"search; -> (2, 5); at -12.24; drawn by gain -28.17; held back by travel +10.80; next best search -10.03; H 0.82; peak traceability 5.3"
F2 chasing-the-smear,12,10,belief,A_uniform,search,2,5,8,2,6.2794,0.043716,0.8142,"search; -> (2, 5); at -16.99; drawn by gain -28.35; held back by travel +10.20; next best search -10.69; H 0.81; peak traceability 5.2"
F2 chasing-the-smear,12,11,belief,A_uniform,search,2,5,9,2,6.1818,0.043319,0.8125,"search; -> (2, 5); at -17.66; drawn by gain -28.45; held back by travel +9.60; next best search -11.31; H 0.81; peak traceability 5.0"
F2 chasing-the-smear,12,12,belief,A_uniform,search,2,5,10,2,6.089,0.04278,0.8129,"search; -> (2, 5); at -18.24; drawn by gain -28.45; held back by travel +9.00; next best search -11.86; H 0.81; peak traceability 4.9"
F2 chasing-the-smear,12,13,belief,A_uniform,search,2,5,11,2,6.001,0.042238,0.8134,"search; -> (2, 5); at -18.80; drawn by gain -28.43; held back by travel +8.40; next best search -12.41; H 0.81; peak traceability 4.9"
F2 chasing-the-smear,12,14,belief,A_uniform,search,2,5,12,2,5.9172,0.041776,0.8133,"search; -> (2, 5); at -19.38; drawn by gain -28.44; held back by travel +7.80; next best search -12.99; H 0.81; peak traceability 4.8"
F2 chasing-the-smear,12,15,belief,A_uniform,search,2,5,12,3,5.8376,0.041775,0.8098,"search; -> (2, 5); at -20.15; drawn by gain -28.64; held back by travel +7.20; next best search -13.85; H 0.81; peak traceability 4.6"
F2 chasing-the-smear,12,16,belief,A_uniform,search,2,5,12,4,5.7619,0.042639,0.7982,"search; -> (2, 5); at -21.36; drawn by gain -29.32; held back by travel +6.60; next best search -15.21; H 0.80; peak traceability 4.4"
F2 chasing-the-smear,12,17,belief,A_uniform,search,2,5,12,5,5.6899,0.042633,0.7935,"search; -> (2, 5); at -22.13; drawn by gain -29.53; held back by travel +6.00; next best search -16.04; H 0.79; peak traceability 4.3"
F2 chasing-the-smear,12,18,belief,A_uniform,search,2,5,12,4,5.6213,0.043348,0.7936,"search; -> (2, 5); at -22.53; drawn by gain -29.33; held back by travel +5.40; next best search -16.66; H 0.79; peak traceability 4.3"
F2 chasing-the-smear,12,19,belief,A_uniform,search,2,4,12,5,5.4554,0.045356,0.7935,"search; -> (2, 4); at -17.81; drawn by gain -28.58; held back by travel +5.40; next best search -17.24; H 0.79; peak traceability 4.4"
F2 chasing-the-smear,12,20,belief,A_uniform,search,5,4,12,6,2.4602,0.046867,0.7977,"search; -> (5, 4); at -16.87; drawn by gain -28.36; held back by travel +4.20; next best search -16.79; H 0.80; peak traceability 4.4"
F2 chasing-the-smear,12,21,belief,A_uniform,search,5,4,12,7,2.4718,0.0489,0.8004,"search; -> (5, 4); at -20.80; drawn by gain -27.96; held back by travel +3.60; next best search -14.39; H 0.80; peak traceability 4.3"
F2 chasing-the-smear,12,22,belief,A_uniform,search,5,4,12,8,2.4828,0.049408,0.8159,"search; -> (5, 4); at -19.94; drawn by gain -26.47; held back by illegibility +3.53; next best search -14.07; H 0.82; peak traceability 6.1"
F2 chasing-the-smear,12,23,belief,A_uniform,search,5,4,12,9,2.493,0.049174,0.8603,"search; -> (5, 4); at -15.92; drawn by gain -21.30; held back by illegibility +2.98; next best search -5.06; H 0.86; peak traceability 7.1"
F2 chasing-the-smear,12,26,belief,A_uniform,search,7,5,12,12,0.819,0.021769,0.8802,"search; -> (7, 5); at -4.90; drawn by gain -12.22; held back by illegibility +3.72; next best hold_position +0.95; H 0.88; peak traceability 1.6"
F2 chasing-the-smear,12,27,belief,A_uniform,search,7,5,12,13,0.8292,0.023568,0.88,"search; -> (7, 5); at -4.12; drawn by gain -10.69; held back by illegibility +3.58; next best hold_position +0.29; H 0.88; peak traceability 1.7"
F2 chasing-the-smear,15,6,belief,A_uniform,search,4,16,6,15,3.5515,0.066283,0.8345,"search; -> (4, 16); at -4.77; drawn by gain -22.81; held back by travel +16.20; next best search -1.51; H 0.83; peak traceability 8.3"
F2 chasing-the-smear,15,7,belief,A_uniform,search,4,16,6,16,3.5723,0.065877,0.8349,"search; -> (4, 16); at -5.33; drawn by gain -22.76; held back by travel +15.60; next best search -2.12; H 0.83; peak traceability 8.1"
F2 chasing-the-smear,15,8,belief,A_uniform,search,4,16,7,16,3.593,0.065338,0.8353,"search; -> (4, 16); at -5.89; drawn by gain -22.72; held back by travel +15.00; next best search -2.72; H 0.84; peak traceability 8.0"
F2 chasing-the-smear,15,9,belief,A_uniform,search,4,16,8,16,3.6136,0.064732,0.8357,"search; -> (4, 16); at -6.45; drawn by gain -22.67; held back by travel +14.40; next best search -3.32; H 0.84; peak traceability 7.9"
F2 chasing-the-smear,15,10,belief,A_uniform,search,4,16,9,16,3.634,0.064095,0.836,"search; -> (4, 16); at -7.01; drawn by gain -22.63; held back by travel +13.80; next best search -3.91; H 0.84; peak traceability 7.7"
F2 chasing-the-smear,15,11,belief,A_uniform,search,4,16,9,17,3.6538,0.063444,0.8363,"search; -> (4, 16); at -7.56; drawn by gain -22.58; held back by travel +13.20; next best search -4.50; H 0.84; peak traceability 7.6"
F2 chasing-the-smear,15,12,belief,A_uniform,search,4,16,9,18,3.6727,0.062849,0.8366,"search; -> (4, 16); at -8.13; drawn by gain -22.54; held back by travel +12.60; next best search -5.09; H 0.84; peak traceability 7.5"
F2 chasing-the-smear,15,13,belief,A_uniform,search,4,16,9,19,3.6904,0.062294,0.8368,"search; -> (4, 16); at -8.71; drawn by gain -22.52; held back by travel +12.00; next best search -5.70; H 0.84; peak traceability 7.3"
F2 chasing-the-smear,15,14,belief,A_uniform,search,4,16,9,20,3.7068,0.061728,0.8371,"search; -> (4, 16); at -9.28; drawn by gain -22.48; held back by travel +11.40; next best search -6.28; H 0.84; peak traceability 7.2"
F2 chasing-the-smear,15,15,belief,A_uniform,search,4,16,10,20,3.7217,0.061228,0.8371,"search; -> (4, 16); at -9.86; drawn by gain -22.47; held back by travel +10.80; next best search -6.88; H 0.84; peak traceability 7.1"
F2 chasing-the-smear,15,16,belief,A_uniform,search,4,16,11,20,3.735,0.060774,0.837,"search; -> (4, 16); at -10.45; drawn by gain -22.46; held back by travel +10.20; next best search -7.49; H 0.84; peak traceability 7.0"
F2 chasing-the-smear,16,10,belief,A_uniform,search,3,21,5,15,7.8113,0.059972,0.774,"search; -> (3, 21); at -12.25; drawn by gain -28.88; held back by travel +15.60; next best search -0.94; H 0.77; peak traceability 5.8"
F2 chasing-the-smear,16,11,belief,A_uniform,search,3,21,6,15,7.6691,0.059544,0.7703,"search; -> (3, 21); at -13.11; drawn by gain -29.18; held back by travel +15.00; next best search -2.02; H 0.77; peak traceability 5.6"
F2 chasing-the-smear,16,12,belief,A_uniform,search,3,21,6,16,7.536,0.059,0.7672,"search; -> (3, 21); at -13.90; drawn by gain -29.41; held back by travel +14.40; next best search -3.03; H 0.77; peak traceability 5.4"
F2 chasing-the-smear,16,13,belief,A_uniform,search,3,21,7,16,7.4111,0.058237,0.7663,"search; -> (3, 21); at -14.57; drawn by gain -29.51; held back by travel +13.80; next best search -3.97; H 0.77; peak traceability 5.3"
F2 chasing-the-smear,16,14,belief,A_uniform,search,3,21,8,16,7.2933,0.05743,0.7663,"search; -> (3, 21); at -15.21; drawn by gain -29.56; held back by travel +13.20; next best search -4.87; H 0.77; peak traceability 5.2"
F2 chasing-the-smear,16,15,belief,A_uniform,search,3,21,9,16,7.182,0.056705,0.7662,"search; -> (3, 21); at -15.85; drawn by gain -29.63; held back by travel +12.60; next best search -5.75; H 0.77; peak traceability 5.1"
F2 chasing-the-smear,16,20,belief,A_uniform,search,10,15,8,14,50.1103,0.156248,0.589,"search; -> (10, 15); at -20.44; drawn by gain -28.64; held back by redundancy +6.40; next best search -20.03; H 0.59; peak traceability 142526.9"
F2 chasing-the-smear,16,28,belief,A_uniform,search,8,16,5,9,0.0,0.069056,0.8056,"search; -> (8, 16); at -10.61; drawn by gain -14.06; held back by travel +3.00; next best search -8.28; H 0.81; peak traceability 13.2"
F2 chasing-the-smear,16,29,belief,A_uniform,search,8,16,4,9,0.0,0.065303,0.798,"search; -> (8, 16); at -9.58; drawn by gain -12.42; held back by travel +2.40; next best search -4.14; H 0.80; peak traceability 13.7"
F2 chasing-the-smear,16,30,belief,A_uniform,search,8,16,4,10,0.0,0.052534,0.7969,"search; -> (8, 16); at -7.78; drawn by gain -10.04; held back by travel +1.80; next best search -3.05; H 0.80; peak traceability 13.0"
F2 chasing-the-smear,16,31,belief,A_uniform,search,3,21,4,9,0.0,0.040951,0.8069,"search; -> (3, 21); at -11.12; drawn by gain -25.46; held back by travel +8.40; next best hold_position -0.69; H 0.81; peak traceability 3.1"
F2 chasing-the-smear,16,32,belief,A_uniform,search,3,21,4,8,0.0,0.042877,0.7975,"search; -> (3, 21); at -17.01; drawn by gain -26.75; held back by travel +7.80; next best search -10.99; H 0.80; peak traceability 3.1"
F2 chasing-the-smear,16,33,belief,A_uniform,search,3,21,3,8,0.0,0.044688,0.7883,"search; -> (3, 21); at -18.85; drawn by gain -28.01; held back by travel +7.20; next best search -12.72; H 0.79; peak traceability 3.1"
F2 chasing-the-smear,16,34,belief,A_uniform,search,3,21,4,8,0.0,0.045822,0.7805,"search; -> (3, 21); at -20.27; drawn by gain -28.88; held back by travel +6.60; next best search -13.37; H 0.78; peak traceability 3.0"
F2 chasing-the-smear,16,35,belief,A_uniform,search,3,21,4,7,0.0,0.048053,0.7633,"search; -> (3, 21); at -22.39; drawn by gain -30.50; held back by travel +6.00; next best search -14.48; H 0.76; peak traceability 2.8"
F2 chasing-the-smear,16,36,belief,A_uniform,search,3,21,4,8,0.0,0.048485,0.7564,"search; -> (3, 21); at -23.17; drawn by gain -30.71; held back by travel +5.40; next best search -7.77; H 0.76; peak traceability 2.8"
